x: xxxxxxxxxx, y: xxxxxxxxxx
x: 1010000011, y: 0001110101
x: 1011111000, y: 0001110110
x: 1011111000, y: 0001110110
x: 1011111000, y: 0001110110
x: 1101101110, y: 0001110111
x: 1101101110, y: 0001110111
x: 1101101110, y: 0001110111
x: 1101101110, y: 0001110111
x: 1101101110, y: 0001110111
x: 1111100101, y: 0001111000
x: 1111100101, y: 0001111000
x: 1111100101, y: 0001111000
x: 1111100101, y: 0001111000
x: 0001011101, y: 0001111001
x: 0011010110, y: 0001111010
x: 0011010110, y: 0001111010
x: 0101010000, y: 0001111011
x: 0111001011, y: 0001111100
x: 1001000111, y: 0001111101
x: 1011000100, y: 0001111110
x: 1011000100, y: 0001111110
x: 1101000010, y: 0001111111
x: 1111000001, y: 0010000000
x: 0001000001, y: 0010000001
x: 0001000001, y: 0010000001
x: 0001000001, y: 0010000001
x: 0011000010, y: 0010000010
x: 0011000010, y: 0010000010
x: 0011000010, y: 0010000010
x: 0101000100, y: 0010000011
x: 0111000111, y: 0010000100
x: 0111000111, y: 0010000100
x: 0111000111, y: 0010000100
x: 1001001011, y: 0010000101
x: 1001001011, y: 0010000101
x: 1001001011, y: 0010000101
x: 1011010000, y: 0010000110
x: 1011010000, y: 0010000110
x: 1101010110, y: 0010000111
x: 1111011101, y: 0010001000
x: 1111011101, y: 0010001000
x: 0001100101, y: 0010001001
x: 0001100101, y: 0010001001
x: 0011101110, y: 0010001010
x: 0011101110, y: 0010001010
x: 0011101110, y: 0010001010
x: 0101111000, y: 0010001011
x: 0101111000, y: 0010001011
x: 0101111000, y: 0010001011
x: 0101111000, y: 0010001011
x: 1000000011, y: 0010001100
x: 1010001111, y: 0010001101
x: 1100011100, y: 0010001110
x: 1110101010, y: 0010001111
x: 0000111001, y: 0010010000
x: 0000111001, y: 0010010000
x: 0011001001, y: 0010010001
x: 0101011010, y: 0010010010
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 0111101100, y: 0010010011
x: 1001111111, y: 0010010100
x: 1100010011, y: 0010010101
x: 1110101000, y: 0010010110
x: 0000111110, y: 0010010111
x: 0011010101, y: 0010011000
x: 0101101101, y: 0010011001
x: 1000000110, y: 0010011010
x: 1000000110, y: 0010011010
x: 1010100000, y: 0010011011
x: 1100111011, y: 0010011100
x: 1111010111, y: 0010011101
x: 0001110100, y: 0010011110
x: 0100010010, y: 0010011111
x: 0110110001, y: 0010100000
x: 1001010001, y: 0010100001
x: 1011110010, y: 0010100010
x: 1011110010, y: 0010100010
x: 1011110010, y: 0010100010
x: 1110010100, y: 0010100011
x: 0000110111, y: 0010100100
x: 0000110111, y: 0010100100
x: 0000110111, y: 0010100100
x: 0000110111, y: 0010100100
x: 0000110111, y: 0010100100
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0011011011, y: 0010100101
x: 0110000000, y: 0010100110
x: 0110000000, y: 0010100110
x: 0110000000, y: 0010100110
x: 1000100110, y: 0010100111
x: 1000100110, y: 0010100111
x: 1000100110, y: 0010100111
x: 1000100110, y: 0010100111
x: 1000100110, y: 0010100111
x: 1011001101, y: 0010101000
x: 1101110101, y: 0010101001
x: 0000011110, y: 0010101010
x: 0011001000, y: 0010101011
x: 0101110011, y: 0010101100
x: 0101110011, y: 0010101100
x: 1000011111, y: 0010101101
x: 1011001100, y: 0010101110
x: 1101111010, y: 0010101111
x: 1101111010, y: 0010101111
x: 0000101001, y: 0010110000
x: 0000101001, y: 0010110000
x: 0000101001, y: 0010110000
x: 0011011001, y: 0010110001
x: 0110001010, y: 0010110010
x: 0110001010, y: 0010110010
x: 1000111100, y: 0010110011
x: 1000111100, y: 0010110011
x: 1000111100, y: 0010110011
x: 1011101111, y: 0010110100
x: 1011101111, y: 0010110100
x: 1011101111, y: 0010110100
x: 1011101111, y: 0010110100
x: 1011101111, y: 0010110100
x: 1110100011, y: 0010110101
x: 0001011000, y: 0010110110
x: 0100001110, y: 0010110111
x: 0111000101, y: 0010111000
x: 0111000101, y: 0010111000
x: 1001111101, y: 0010111001
x: 1100110110, y: 0010111010
x: 1111110000, y: 0010111011
x: 0010101011, y: 0010111100
x: 0101100111, y: 0010111101
x: 1000100100, y: 0010111110
x: 1011100010, y: 0010111111
x: 1011100010, y: 0010111111
x: 1110100001, y: 0011000000
x: 1110100001, y: 0011000000
x: 0001100001, y: 0011000001
x: 0001100001, y: 0011000001
x: 0001100001, y: 0011000001
x: 0100100010, y: 0011000010
x: 0100100010, y: 0011000010
x: 0100100010, y: 0011000010
x: 0100100010, y: 0011000010
x: 0100100010, y: 0011000010
x: 0100100010, y: 0011000010
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 0111100100, y: 0011000011
x: 1010100111, y: 0011000100
x: 1010100111, y: 0011000100
x: 1101101011, y: 0011000101
x: 1101101011, y: 0011000101
x: 1101101011, y: 0011000101
x: 0000110000, y: 0011000110
x: 0000110000, y: 0011000110
x: 0011110110, y: 0011000111
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
